StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
2025-03-18 01:32:43,2025-03-18 01:37:17,IP Address,172.58.10.29,100,273,True,2025-03-18 01:37:17,R_1JwoJuKv7uksMEx,,,,,45.0228,-93.3012,anonymous,EN,YES,10,5 days,2 hours or less,Vlogs,,5 days,2 hours or less,Really agree,Really agree,Agree,Really agree,Mrbeast,Disagree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Agree,Agree,Really agree,Really agree,Really agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,47WXVFXWV1gDUlSJwLqJzi,36661704,1449
2025-03-18 01:34:03,2025-03-18 01:39:20,IP Address,76.146.56.76,100,316,True,2025-03-18 01:39:20,R_3qqv6pcPF63CD0w,,,,,47.6711,-122.1253,anonymous,EN,YES,13,7 days,More than 2 hours,Compilations,,7 days,1 hour or less,Really disagree,Really agree,Really disagree,Agree,Dan and riah,Really agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Disagree,Really disagree,Really disagree,Agree,Agree,Agree,Really agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1hLa5OBTiqzxGLmKRkM6Nx,36661704,1449
2025-03-18 01:53:14,2025-03-18 01:56:31,IP Address,172.56.166.111,100,196,True,2025-03-18 01:56:31,R_3aqWAi1cVH3uQj0,,,,,40.6627,-73.9138,anonymous,EN,YES,9,5 days,1 hour or less,Gaming/Let's Play,,5 days,1 hour or less,Really agree,Agree,Agree,Really agree," Jacksepticeye",Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Kid 7,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0NRvVJTnZjWy8a33DmoTVJ,36661704,1449
2025-03-18 01:57:18,2025-03-18 02:01:58,IP Address,72.34.108.61,100,280,True,2025-03-18 02:01:59,R_1wQrDbjgMRdf0Ll,,,,,34.4449,-117.5196,anonymous,EN,YES,9,4 days,2 hours or less,Gaming/Let's Play,,4 days,1 hour or less,Really disagree,Really disagree,Really disagree,Really disagree,Lanky Box,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,I don't know,Agree,Disagree,Disagree,Agree,Agree,Really disagree,I don't know,I don't know,Really agree,Agree,Often,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really disagree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ZxaxSe5yzdCACo7lU6DmF,36661704,1449
2025-03-18 02:15:40,2025-03-18 02:17:50,IP Address,107.77.206.167,100,129,True,2025-03-18 02:17:50,R_7Qn8iPf1hpwL6yl,,,,,41.8483,-87.6517,anonymous,EN,YES,12,5 days,1 hour or less,Educational,,5 days,1.5 hours or less,Agree,Disagree,Agree,Agree,Me Breast,Agree,I don't know,Disagree,Agree,Agree,Really agree,I don't know,Disagree,Really agree,Agree,Agree,Really agree,Agree,I don't know,Really disagree,Really agree,Rarely,More people who DO have the same skin color as me,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Really agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6AbY9sWf9DUTKDizeIC93Y,36661704,1449
2025-03-18 02:25:08,2025-03-18 02:25:30,IP Address,,100,21,True,2025-03-18 02:25:30,R_3Dx51PMCYWkgr1T,,,,,,,anonymous,EN,NO,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,4TEcxzOJrHsAfP56CBhDDR,36661704,1449
2025-03-18 02:39:31,2025-03-18 02:39:44,IP Address,,100,13,True,2025-03-18 02:39:44,R_7IiOr99Ex7cTGz7,,,,,,,anonymous,EN,NO,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,6AqmHzSxNpkmoXNP9xujdN,36661704,1449
2025-03-18 02:33:39,2025-03-18 02:43:22,IP Address,104.231.129.124,100,583,True,2025-03-18 02:43:23,R_7Y3vNeQ8eUmufTj,,,,,40.3911,-82.8077,anonymous,EN,YES,12,7 days,1 hour or less,Educational,,5 days,45 minutes or less,Disagree,Neither agree nor disagree,Really disagree,Disagree,"Josh Frazier ",Disagree,Disagree,Really disagree,Disagree,Disagree,I don't know,Really agree,I don't know,Agree,Agree,I don't know,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1PqZlYzbqonNNB9Lj4sene,36661704,1449
2025-03-18 02:45:12,2025-03-18 02:48:03,IP Address,172.59.188.176,100,170,True,2025-03-18 02:48:03,R_7gwiMY9RAkUeAoa,,,,,41.8835,-87.6305,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Agree,Agree,Agree,Agree,Coco melon,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1M9xTlbRV6mTU3oT636zkE,36661704,1449
2025-03-18 02:51:34,2025-03-18 02:57:48,IP Address,71.174.216.168,100,373,True,2025-03-18 02:57:48,R_7MgMEeHysiTngqr,,,,,42.3182,-71.6429,anonymous,EN,YES,8,3 days,2 hours or less,Educational,,1 day,45 minutes or less,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mose,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Really disagree,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Often,I don't know,Disagree,Disagree,Really agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1t0nDIpOXpUjQIptAm2NTd,36661704,1449
2025-03-18 03:06:00,2025-03-18 03:10:42,IP Address,107.77.226.123,100,281,True,2025-03-18 03:10:43,R_1dLlelOioTEtTp9,,,,,40.839,-73.946,anonymous,EN,YES,10,5 days,45 minutes or less,Sports,,2 days,45 minutes or less,Agree,Really agree,Really agree,Really agree,Big boss,Really agree,Agree,Really agree,I don't know,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4g1Z1esPSCxysi5xACXJCP,36661704,1449
2025-03-18 03:15:11,2025-03-18 03:18:02,IP Address,66.66.197.99,100,170,True,2025-03-18 03:18:02,R_1nW54HQ0ykBDgKl,,,,,43.0188,-76.165,anonymous,EN,YES,8,7 days,More than 2 hours,Gaming/Let's Play,,5 days,1.5 hours or less,Agree,Really agree,Really disagree,Disagree,"Fan nugget girlfan ",Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Really disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4BnMvrkP2zEqpHvSJrmOHw,36661704,1449
2025-03-18 03:18:01,2025-03-18 03:25:08,IP Address,209.55.72.130,100,427,True,2025-03-18 03:25:09,R_6zPdtRTzvxAbAvK,,,,,31.1957,-98.7181,anonymous,EN,YES,8,3 days,More than 2 hours,Gaming/Let's Play,,3 days,2 hours or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Ryan,Disagree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Really disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,I don't know,Agree,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5cUZZi5t1TxK5beZw2sR3o,36661704,1449
2025-03-18 03:26:20,2025-03-18 03:28:26,IP Address,167.253.80.12,100,126,True,2025-03-18 03:28:27,R_6RTJKbhRiurY6qt,,,,,37.751,-97.822,anonymous,EN,YES,13,5 days,1 hour or less,Sports,,5 days,30 minutes or less,Agree,Agree,Really agree,Agree,Mr.Beast,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2axtyiAd0lnJjG4xs8aD7E,36661704,1449
2025-03-18 03:44:22,2025-03-18 03:46:20,IP Address,,100,117,True,2025-03-18 03:46:20,R_5CDG0NykrdQ77c3,,,,,,,anonymous,EN,YES,12,7 days,More than 2 hours,Gaming/Let's Play,,7 days,30 minutes or less,Agree,Really agree,Agree,Really agree,Mrbeast,I don't know,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,I don't know,Really agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,74NSmonYPALoqWeozxq0UZ,36661704,1449
2025-03-18 04:04:22,2025-03-18 04:06:22,IP Address,68.32.29.53,100,119,True,2025-03-18 04:06:22,R_6Llo4BiRlbB7CXT,,,,,42.8984,-85.7223,anonymous,EN,YES,8,7 days,1 hour or less,Educational,,5 days,45 minutes or less,Agree,Neither agree nor disagree,Agree,Agree,I don’t know,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Disagree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,13xhSwllGk1NxnuGJNbZhK,36661704,1449
2025-03-18 04:17:49,2025-03-18 04:22:52,IP Address,73.80.248.225,100,303,True,2025-03-18 04:22:52,R_6KGWFbwgU1llwGR,,,,,39.8102,-75.2057,anonymous,EN,YES,13,7 days,More than 2 hours,Makeup/Fashion,,7 days,More than 2 hours,Really disagree,Really agree,Really disagree,Neither agree nor disagree,Mr beast,Really disagree,Really disagree,Really disagree,Disagree,Really disagree,Really disagree,Disagree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,I don't know,Agree,Disagree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2BEb2CDKOYZvIkuRRmzeVh,36661704,1449
2025-03-18 04:19:31,2025-03-18 04:24:42,IP Address,173.230.0.27,100,311,True,2025-03-18 04:24:43,R_3oI1Wy60JfYA9DS,,,,,36.8882,-76.3002,anonymous,EN,YES,11,7 days,2 hours or less,Educational,,7 days,2 hours or less,Neither agree nor disagree,Disagree,Really disagree,Neither agree nor disagree,MrBeast,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Really disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,63T5EtBFUSNTMf2R77f4wm,36661704,1449
2025-03-18 04:36:54,2025-03-18 04:38:36,IP Address,71.46.254.158,100,101,True,2025-03-18 04:38:37,R_3Ym7dawkX47voQk,,,,,28.4627,-81.3954,anonymous,EN,YES,9,6 days,45 minutes or less,Educational,,6 days,45 minutes or less,Really disagree,Disagree,Neither agree nor disagree,Disagree,mr beast,Disagree,I don't know,Agree,I don't know,I don't know,I don't know,Disagree,I don't know,I don't know,Agree,Really agree,Disagree,I don't know,Agree,I don't know,I don't know,Often,More people who DO have the same skin color as me,Really disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6S8PgzA3DOzUsAG7WBmiOB,36661704,1449
2025-03-18 04:35:13,2025-03-18 04:40:50,IP Address,99.112.3.33,100,337,True,2025-03-18 04:40:50,R_6cCaSI8mZQ6fcKH,,,,,34.0782,-84.6485,anonymous,EN,YES,13,6 days,1 hour or less,Gaming/Let's Play,,2 days,30 minutes or less,Neither agree nor disagree,Agree,Disagree,Agree,"PewDiePie ",Disagree,Agree,Really agree,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,I don't know,Often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0tq8xyqtHsVXvGaXnCK2cQ,36661704,1449
2025-03-18 04:49:40,2025-03-18 04:51:50,IP Address,172.56.197.183,100,130,True,2025-03-18 04:51:51,R_6xVKU82tGxfTu8a,,,,,42.3427,-71.0922,anonymous,EN,YES,12,4 days,30 minutes or less,Sports,,2 days,30 minutes or less,Really agree,Agree,Neither agree nor disagree,Really agree,nike,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Agree,Neither agree nor disagree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1j2McVTv5rW4aXKkYL0ijd,36661704,1449
2025-03-18 04:57:38,2025-03-18 04:58:44,IP Address,,100,66,True,2025-03-18 04:58:45,R_7kvuheoD35I058T,,,,,,,anonymous,EN,NO,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,4mv21eGsKs35gS1GpUVaU1,36661704,1449
2025-03-18 04:59:09,2025-03-18 05:02:56,IP Address,108.239.41.181,100,226,True,2025-03-18 05:02:57,R_51iHvhfWdexfGFe,,,,,38.0896,-85.8491,anonymous,EN,YES,11,2 days,,,,,,Really disagree,Neither agree nor disagree,Disagree,Disagree,"Mariah Elizabeth ",Agree,Agree,Agree,Agree,Disagree,I don't know,I don't know,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,I don't know,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ggfjgKtHhhUC6H0IoGgPY,36661704,1449
2025-03-18 05:05:15,2025-03-18 05:09:26,IP Address,97.92.125.37,100,250,True,2025-03-18 05:09:26,R_7JIUrZPXxIMQMEn,,,,,45.6366,-89.4121,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Really agree,Really agree,Really agree,Really agree,Mr. Beast,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Never,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,67Zu4SztYLX1XUzOd7TpIY,36661704,1449
2025-03-18 05:11:50,2025-03-18 05:14:14,IP Address,69.40.227.184,100,144,True,2025-03-18 05:14:15,R_5vu5XdrkG6Pu4z7,,,,,37.1537,-83.7619,anonymous,EN,YES,9,7 days,1.5 hours or less,Gaming/Let's Play,,7 days,1.5 hours or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"Jeffy ",Disagree,Disagree,Agree,Agree,I don't know,I don't know,Disagree,Disagree,Disagree,Agree,Disagree,I don't know,I don't know,Disagree,Agree,Disagree,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1Rxj2biu2ZzsNnhXl0YjuR,36661704,1449
2025-03-18 05:21:58,2025-03-18 05:25:05,IP Address,172.56.220.138,100,186,True,2025-03-18 05:25:06,R_5SmqSmUmrxe3ML7,,,,,39.9739,-75.1456,anonymous,EN,YES,13,3 days,30 minutes or less,Compilations,,2 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,none,I don't know,I don't know,Agree,Disagree,Disagree,I don't know,Disagree,I don't know,I don't know,Agree,I don't know,Disagree,I don't know,I don't know,I don't know,Disagree,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,72fWnKrnbS3DcWzN65z2aa,36661704,1449
2025-03-18 05:43:03,2025-03-18 05:49:12,IP Address,98.218.208.53,100,368,True,2025-03-18 05:49:13,R_30OuZ3MW95hdW3s,,,,,39.0013,-76.888,anonymous,EN,YES,7,7 days,1 hour or less,Educational,,7 days,1 hour or less,Disagree,Disagree,Disagree,Disagree,Garice,I don't know,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Disagree,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0vG51QaYTfGfOSf2w611vw,36661704,1449
2025-03-18 05:45:03,2025-03-18 05:50:35,IP Address,71.61.128.150,100,331,True,2025-03-18 05:50:35,R_6gbkbqtPG1YRmnb,,,,,40.9958,-80.3264,anonymous,EN,YES,9,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Agree,Neither agree nor disagree,Agree,Itsfunneh,Really disagree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,I don't know,Really disagree,Disagree,Agree,Agree,I don't know,I don't know,Disagree,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6fe0KfrGXAby0v7va31Jaq,36661704,1449
2025-03-18 05:30:41,2025-03-18 06:00:27,IP Address,172.72.65.102,100,1785,True,2025-03-18 06:00:28,R_5in6Y7ybAqYcXxp,,,,,35.5039,-80.6338,anonymous,EN,YES,13,7 days,More than 2 hours,Other,Christian,2 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,Richard Lorenzo jr,I don't know,I don't know,Disagree,Agree,Disagree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Neither agree nor disagree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5d3BXqGg5ejRhI9ftNTqgw,36661704,1449
2025-03-18 06:07:24,2025-03-18 06:08:42,IP Address,167.206.233.187,100,78,True,2025-03-18 06:08:43,R_5t9JbibjaualFqo,,,,,40.6033,-74.633,anonymous,EN,YES,9,5 days,30 minutes or less,Sports,,5 days,30 minutes or less,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Faze Rug,Disagree,I don't know,Agree,I don't know,Disagree,Agree,I don't know,Agree,Agree,Agree,Really agree,I don't know,Agree,Agree,Agree,I don't know,Often,I don't know,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5Ne0mXRijZAe9ASwspQuci,36661704,1449
2025-03-18 05:16:42,2025-03-18 06:12:01,IP Address,97.133.199.184,100,3318,True,2025-03-18 06:12:02,R_5iJQjXHxkyp50g9,,,,,40.8,-73.9763,anonymous,EN,YES,10,7 days,2 hours or less,Sports,,7 days,1.5 hours or less,Really agree,Agree,Agree,Agree,mr beast,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3SatdW2FK3MvhR3PoKa0wb,36661704,1449
2025-03-18 06:13:09,2025-03-18 06:13:22,IP Address,,100,13,True,2025-03-18 06:13:23,R_1IM1O9f7SMrzTtV,,,,,,,anonymous,EN,NO,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Consent,,,,,,anonymous,.70,10,USA,220,2,6BHCCCMbtQJZWOC3238C2t,36661704,1449
2025-03-18 06:21:53,2025-03-18 06:23:43,IP Address,107.77.198.34,100,109,True,2025-03-18 06:23:43,R_7CUsMxBw0U5jsIB,,,,,32.9751,-96.3325,anonymous,EN,YES,9,7 days,2 hours or less,Crafts/do-it-yourself (DIY),,Never,,Really agree,Agree,Really agree,Really agree,cocomelon,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,55MnuHtxbaSNQOcSTUbM3x,36661704,1449
2025-03-18 06:22:57,2025-03-18 06:32:27,IP Address,174.206.32.2,100,569,True,2025-03-18 06:32:28,R_1DYPswlEOranQO1,,,,,37.2759,-79.8839,anonymous,EN,YES,9,6 days,30 minutes or less,Other,Funny animal videos and make up and hair rito blood,6 days,30 minutes or less,Really disagree,Neither agree nor disagree,Disagree,Agree,"Tom MacDonald ",Really disagree,Really disagree,Agree,Really disagree,Really disagree,Agree,Agree,Disagree,I don't know,Agree,I don't know,Agree,Really agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3tcqsP3zhz7WCi5akaBlm7,36661704,1449
2025-03-18 06:28:00,2025-03-18 06:33:24,IP Address,72.218.196.59,100,323,True,2025-03-18 06:33:25,R_6alxyMJgmNEMUn2,,,,,37.11,-76.5115,anonymous,EN,YES,9,7 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,"Kai Cenat ",Agree,Agree,Agree,Really agree,Agree,Agree,I don't know,Agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0XXbjiJM3Mh43kJhS0UzNw,36661704,1449
2025-03-18 06:37:00,2025-03-18 06:39:09,IP Address,24.126.15.120,100,129,True,2025-03-18 06:39:10,R_5qt3FtcpRHB8QZF,,,,,39.308,-76.6734,anonymous,EN,YES,13,4 days,1 hour or less,Sports,,4 days,1 hour or less,Neither agree nor disagree,Agree,Agree,Disagree,Gamma FEB,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,I don't know,Really agree,I don't know,I don't know,Agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Really disagree,Really disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2XiCAx1LOiqvbz5YdAlXqH,36661704,1449
2025-03-18 06:42:11,2025-03-18 06:44:51,IP Address,,100,159,True,2025-03-18 06:44:51,R_6QffW352XQgSxXP,,,,,,,anonymous,EN,YES,13,7 days,1 hour or less,Sports,,7 days,1 hour or less,,,,,MrBeast,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,0l5SAVhIdRo3z3JZpREMFO,36661704,1449
2025-03-18 06:49:19,2025-03-18 06:51:33,IP Address,,100,133,True,2025-03-18 06:51:33,R_5Qm88cSGu6tSvgk,,,,,,,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,1.5 hours or less,,,,,Mr beast,Really disagree,Really disagree,Really agree,Agree,Really disagree,Agree,I don't know,Agree,Agree,Disagree,I don't know,,,,,,,,,,,,,,,,Qual32042-1126-Children8to13[AD]_Child_New,2,Attention Check,,,,,,anonymous,.70,10,USA,220,2,5CBbf8p0tsng8CujUb11Xu,36661704,1449
