StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Cconsent,age,days,Ctime,genre,genre_8_TEXT,shorts_days,shorts_time,malleable_1,malleable_2,malleable_3,malleable_4,favorite,homophily_appear_1,homophily_appear_2,homophily_appear_3,homophily_appear_4,homophily_appear_5,homophily_behave_1,homophily_behave_2,homophily_behave_3,homophily_behave_4,homophily_behave_5,homophily_behave_6,parasocial_1,parasocial_2,parasocial_3,parasocial_4,parasocial_5,outgroup_freq,outgroup_simple,regularities_1,regularities_2,regularities_3,regularities_4,regularities_5,regularities_6,regularities_7,friend,opp,gc,term,Q_BallotBoxStuffing,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RecaptchaScore,Q_RelevantIDFraudScore,Q_CHL,expected_ir,expected_loi,Country,expected_n,tg,transaction_id,SVID,PS
3/18/25 2:15,3/18/25 2:17,IP Address,100,129,True,3/18/25 2:17,R_7Qn8iPf1hpwL6yl,anonymous,EN,YES,12,5 days,1 hour or less,Educational,,5 days,1.5 hours or less,Agree,Disagree,Agree,Agree,Me Breast,Agree,I don't know,Disagree,Agree,Agree,Really agree,I don't know,Disagree,Really agree,Agree,Agree,Really agree,Agree,I don't know,Really disagree,Really agree,Rarely,More people who DO have the same skin color as me,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Really agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6AbY9sWf9DUTKDizeIC93Y,36661704,1449
3/18/25 2:33,3/18/25 2:43,IP Address,100,583,True,3/18/25 2:43,R_7Y3vNeQ8eUmufTj,anonymous,EN,YES,12,7 days,1 hour or less,Educational,,5 days,45 minutes or less,Disagree,Neither agree nor disagree,Really disagree,Disagree,Josh Frazier ,Disagree,Disagree,Really disagree,Disagree,Disagree,I don't know,Really agree,I don't know,Agree,Agree,I don't know,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1PqZlYzbqonNNB9Lj4sene,36661704,1449
3/18/25 2:45,3/18/25 2:48,IP Address,100,170,True,3/18/25 2:48,R_7gwiMY9RAkUeAoa,anonymous,EN,YES,10,7 days,2 hours or less,Gaming/Let's Play,,7 days,2 hours or less,Agree,Agree,Agree,Agree,Coco melon,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1M9xTlbRV6mTU3oT636zkE,36661704,1449
3/18/25 2:51,3/18/25 2:57,IP Address,100,373,True,3/18/25 2:57,R_7MgMEeHysiTngqr,anonymous,EN,YES,8,3 days,2 hours or less,Educational,,1 day,45 minutes or less,Really disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Mose,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Really disagree,Agree,Agree,Agree,Agree,I don't know,I don't know,Agree,Agree,Often,I don't know,Disagree,Disagree,Really agree,Disagree,Agree,Neither agree nor disagree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1t0nDIpOXpUjQIptAm2NTd,36661704,1449
3/18/25 3:06,3/18/25 3:10,IP Address,100,281,True,3/18/25 3:10,R_1dLlelOioTEtTp9,anonymous,EN,YES,10,5 days,45 minutes or less,Sports,,2 days,45 minutes or less,Agree,Really agree,Really agree,Really agree,Big boss,Really agree,Agree,Really agree,I don't know,Really agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Really agree,Really agree,Agree,Agree,Really agree,Agree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4g1Z1esPSCxysi5xACXJCP,36661704,1449
3/18/25 3:15,3/18/25 3:18,IP Address,100,170,True,3/18/25 3:18,R_1nW54HQ0ykBDgKl,anonymous,EN,YES,8,7 days,More than 2 hours,Gaming/Let's Play,,5 days,1.5 hours or less,Agree,Really agree,Really disagree,Disagree,Fan nugget girlfan ,Really agree,Agree,Agree,Really agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Really disagree,Agree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,4BnMvrkP2zEqpHvSJrmOHw,36661704,1449
3/18/25 3:18,3/18/25 3:25,IP Address,100,427,True,3/18/25 3:25,R_6zPdtRTzvxAbAvK,anonymous,EN,YES,8,3 days,More than 2 hours,Gaming/Let's Play,,3 days,2 hours or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Ryan,Disagree,I don't know,I don't know,Agree,Disagree,I don't know,Agree,Really disagree,Disagree,Agree,Agree,I don't know,I don't know,Agree,I don't know,Agree,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5cUZZi5t1TxK5beZw2sR3o,36661704,1449
3/18/25 3:26,3/18/25 3:28,IP Address,100,126,True,3/18/25 3:28,R_6RTJKbhRiurY6qt,anonymous,EN,YES,13,5 days,1 hour or less,Sports,,5 days,30 minutes or less,Agree,Agree,Really agree,Agree,Mr.Beast,Agree,Agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2axtyiAd0lnJjG4xs8aD7E,36661704,1449
3/18/25 4:04,3/18/25 4:06,IP Address,100,119,True,3/18/25 4:06,R_6Llo4BiRlbB7CXT,anonymous,EN,YES,8,7 days,1 hour or less,Educational,,5 days,45 minutes or less,Agree,Neither agree nor disagree,Agree,Agree,I don’t know,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Disagree,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,13xhSwllGk1NxnuGJNbZhK,36661704,1449
3/18/25 4:17,3/18/25 4:22,IP Address,100,303,True,3/18/25 4:22,R_6KGWFbwgU1llwGR,anonymous,EN,YES,13,7 days,More than 2 hours,Makeup/Fashion,,7 days,More than 2 hours,Really disagree,Really agree,Really disagree,Neither agree nor disagree,Mr beast,Really disagree,Really disagree,Really disagree,Disagree,Really disagree,Really disagree,Disagree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,I don't know,Agree,Disagree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2BEb2CDKOYZvIkuRRmzeVh,36661704,1449
3/18/25 4:19,3/18/25 4:24,IP Address,100,311,True,3/18/25 4:24,R_3oI1Wy60JfYA9DS,anonymous,EN,YES,11,7 days,2 hours or less,Educational,,7 days,2 hours or less,Neither agree nor disagree,Disagree,Really disagree,Neither agree nor disagree,MrBeast,Really disagree,Really disagree,Really disagree,Really disagree,Really disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Often,More people who DO NOT have the same skin color as me,Agree,Really disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,63T5EtBFUSNTMf2R77f4wm,36661704,1449
3/18/25 4:36,3/18/25 4:38,IP Address,100,101,True,3/18/25 4:38,R_3Ym7dawkX47voQk,anonymous,EN,YES,9,6 days,45 minutes or less,Educational,,6 days,45 minutes or less,Really disagree,Disagree,Neither agree nor disagree,Disagree,mr beast,Disagree,I don't know,Agree,I don't know,I don't know,I don't know,Disagree,I don't know,I don't know,Agree,Really agree,Disagree,I don't know,Agree,I don't know,I don't know,Often,More people who DO have the same skin color as me,Really disagree,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6S8PgzA3DOzUsAG7WBmiOB,36661704,1449
3/18/25 4:35,3/18/25 4:40,IP Address,100,337,True,3/18/25 4:40,R_6cCaSI8mZQ6fcKH,anonymous,EN,YES,13,6 days,1 hour or less,Gaming/Let's Play,,2 days,30 minutes or less,Neither agree nor disagree,Agree,Disagree,Agree,PewDiePie ,Disagree,Agree,Really agree,I don't know,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Agree,Agree,Agree,I don't know,I don't know,Often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0tq8xyqtHsVXvGaXnCK2cQ,36661704,1449
3/18/25 4:49,3/18/25 4:51,IP Address,100,130,True,3/18/25 4:51,R_6xVKU82tGxfTu8a,anonymous,EN,YES,12,4 days,30 minutes or less,Sports,,2 days,30 minutes or less,Really agree,Agree,Neither agree nor disagree,Really agree,nike,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Really agree,Really agree,Agree,Neither agree nor disagree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1j2McVTv5rW4aXKkYL0ijd,36661704,1449
3/18/25 4:59,3/18/25 5:02,IP Address,100,226,True,3/18/25 5:02,R_51iHvhfWdexfGFe,anonymous,EN,YES,11,2 days,,,,,,Really disagree,Neither agree nor disagree,Disagree,Disagree,Mariah Elizabeth ,Agree,Agree,Agree,Agree,Disagree,I don't know,I don't know,Agree,Agree,Agree,Really agree,Really agree,Agree,Agree,Really agree,I don't know,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2ggfjgKtHhhUC6H0IoGgPY,36661704,1449
3/18/25 5:05,3/18/25 5:09,IP Address,100,250,True,3/18/25 5:09,R_7JIUrZPXxIMQMEn,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,More than 2 hours,Really agree,Really agree,Really agree,Really agree,Mr. Beast,Really disagree,Really disagree,Really agree,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Never,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Really agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,67Zu4SztYLX1XUzOd7TpIY,36661704,1449
3/18/25 5:11,3/18/25 5:14,IP Address,100,144,True,3/18/25 5:14,R_5vu5XdrkG6Pu4z7,anonymous,EN,YES,9,7 days,1.5 hours or less,Gaming/Let's Play,,7 days,1.5 hours or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Jeffy ,Disagree,Disagree,Agree,Agree,I don't know,I don't know,Disagree,Disagree,Disagree,Agree,Disagree,I don't know,I don't know,Disagree,Agree,Disagree,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Disagree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1Rxj2biu2ZzsNnhXl0YjuR,36661704,1449
3/18/25 5:21,3/18/25 5:25,IP Address,100,186,True,3/18/25 5:25,R_5SmqSmUmrxe3ML7,anonymous,EN,YES,13,3 days,30 minutes or less,Compilations,,2 days,30 minutes or less,Disagree,Disagree,Disagree,Disagree,none,I don't know,I don't know,Agree,Disagree,Disagree,I don't know,Disagree,I don't know,I don't know,Agree,I don't know,Disagree,I don't know,I don't know,I don't know,Disagree,Sometimes,I don't know,Disagree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,72fWnKrnbS3DcWzN65z2aa,36661704,1449
3/18/25 5:43,3/18/25 5:49,IP Address,100,368,True,3/18/25 5:49,R_30OuZ3MW95hdW3s,anonymous,EN,YES,7,7 days,1 hour or less,Educational,,7 days,1 hour or less,Disagree,Disagree,Disagree,Disagree,Garice,I don't know,Disagree,Disagree,Disagree,Disagree,Disagree,I don't know,Disagree,Disagree,Agree,I don't know,Agree,Agree,Agree,Agree,I don't know,Often,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0vG51QaYTfGfOSf2w611vw,36661704,1449
3/18/25 5:45,3/18/25 5:50,IP Address,100,331,True,3/18/25 5:50,R_6gbkbqtPG1YRmnb,anonymous,EN,YES,9,7 days,2 hours or less,Gaming/Let's Play,,7 days,1 hour or less,Really disagree,Agree,Neither agree nor disagree,Agree,Itsfunneh,Really disagree,Really disagree,Really disagree,Disagree,Really disagree,Disagree,I don't know,Really disagree,Disagree,Agree,Agree,I don't know,I don't know,Disagree,Agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Really disagree,Agree,Neither agree nor disagree,Agree,Kid 6,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,6fe0KfrGXAby0v7va31Jaq,36661704,1449
3/18/25 5:30,3/18/25 6:00,IP Address,100,1785,True,3/18/25 6:00,R_5in6Y7ybAqYcXxp,anonymous,EN,YES,13,7 days,More than 2 hours,Other,Christian,2 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Really disagree,Richard Lorenzo jr,I don't know,I don't know,Disagree,Agree,Disagree,Really agree,Really agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Really agree,Really agree,Very often,I don't know,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Neither agree nor disagree,Really agree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5d3BXqGg5ejRhI9ftNTqgw,36661704,1449
3/18/25 6:07,3/18/25 6:08,IP Address,100,78,True,3/18/25 6:08,R_5t9JbibjaualFqo,anonymous,EN,YES,9,5 days,30 minutes or less,Sports,,5 days,30 minutes or less,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Faze Rug,Disagree,I don't know,Agree,I don't know,Disagree,Agree,I don't know,Agree,Agree,Agree,Really agree,I don't know,Agree,Agree,Agree,I don't know,Often,I don't know,Disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Disagree,Disagree,Disagree,Kid 5,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5Ne0mXRijZAe9ASwspQuci,36661704,1449
3/18/25 5:16,3/18/25 6:12,IP Address,100,3318,True,3/18/25 6:12,R_5iJQjXHxkyp50g9,anonymous,EN,YES,10,7 days,2 hours or less,Sports,,7 days,1.5 hours or less,Really agree,Agree,Agree,Agree,mr beast,Really agree,Really agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Very often,More people who DO have the same skin color as me,Really agree,Agree,Agree,Agree,Neither agree nor disagree,Agree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3SatdW2FK3MvhR3PoKa0wb,36661704,1449
3/18/25 6:21,3/18/25 6:23,IP Address,100,109,True,3/18/25 6:23,R_7CUsMxBw0U5jsIB,anonymous,EN,YES,9,7 days,2 hours or less,Crafts/do-it-yourself (DIY),,Never,,Really agree,Agree,Really agree,Really agree,cocomelon,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,Really agree,Really agree,Really agree,Often,More people who DO have the same skin color as me,Really agree,Really agree,Agree,Agree,Really agree,Really agree,Really agree,Kid 9,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,55MnuHtxbaSNQOcSTUbM3x,36661704,1449
3/18/25 6:22,3/18/25 6:32,IP Address,100,569,True,3/18/25 6:32,R_1DYPswlEOranQO1,anonymous,EN,YES,9,6 days,30 minutes or less,Other,Funny animal videos and make up and hair rito blood,6 days,30 minutes or less,Really disagree,Neither agree nor disagree,Disagree,Agree,Tom MacDonald ,Really disagree,Really disagree,Agree,Really disagree,Really disagree,Agree,Agree,Disagree,I don't know,Agree,I don't know,Agree,Really agree,Agree,Agree,Disagree,Sometimes,More people who DO have the same skin color as me,Really disagree,Really disagree,Really agree,Agree,Really agree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3tcqsP3zhz7WCi5akaBlm7,36661704,1449
3/18/25 6:28,3/18/25 6:33,IP Address,100,323,True,3/18/25 6:33,R_6alxyMJgmNEMUn2,anonymous,EN,YES,9,7 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Neither agree nor disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Kai Cenat ,Agree,Agree,Agree,Really agree,Agree,Agree,I don't know,Agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Very often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,0XXbjiJM3Mh43kJhS0UzNw,36661704,1449
3/18/25 6:37,3/18/25 6:39,IP Address,100,129,True,3/18/25 6:39,R_5qt3FtcpRHB8QZF,anonymous,EN,YES,13,4 days,1 hour or less,Sports,,4 days,1 hour or less,Neither agree nor disagree,Agree,Agree,Disagree,Gamma FEB,Agree,Really agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Agree,Agree,I don't know,Really agree,I don't know,I don't know,Agree,Really agree,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Really disagree,Really disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2XiCAx1LOiqvbz5YdAlXqH,36661704,1449
3/18/25 6:53,3/18/25 6:56,IP Address,100,134,True,3/18/25 6:56,R_7rAi0UkHcYZWly1,anonymous,EN,YES,6,7 days,More than 2 hours,Vlogs,,7 days,More than 2 hours,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't have one,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Very often,I don't know,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 1,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1huURkjvkLv7awsqXbOT2U,36661704,1449
3/18/25 6:55,3/18/25 6:58,IP Address,100,179,True,3/18/25 6:58,R_3fUBl2nTKtf1gXj,anonymous,EN,YES,13,7 days,1.5 hours or less,Vlogs,,7 days,15 minutes or less,Really disagree,Really disagree,Really disagree,Disagree,MR BEAST,Disagree,Disagree,Really agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Really agree,Agree,Really agree,Really agree,Really agree,Agree,Often,More people who DO have the same skin color as me,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Neither agree nor disagree,Kid 2,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5RMed0VzncqkYtvYT5jH8z,36661704,1449
3/18/25 6:57,3/18/25 7:03,IP Address,100,369,True,3/18/25 7:03,R_3FpLMDYqR0dRXdn,anonymous,EN,YES,11,7 days,2 hours or less,Educational,,7 days,1 hour or less,Agree,Agree,Agree,Agree,youtube playback,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,More people who DO have the same skin color as me,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Kid 3,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,58g1kyGweTPGbc74BmIS7B,36661704,1449
3/18/25 7:01,3/18/25 7:04,IP Address,100,228,True,3/18/25 7:04,R_1ZTTlWzEHuPz5TB,anonymous,EN,YES,13,7 days,More than 2 hours,Gaming/Let's Play,,7 days,2 hours or less,Agree,Disagree,Disagree,Neither agree nor disagree,Mr beast,Agree,Agree,Agree,Disagree,Disagree,I don't know,Agree,Disagree,Agree,Agree,I don't know,Agree,Agree,Agree,Agree,Agree,Often,More people who DO have the same skin color as me,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,2mgIZOTF4AtZ64dqnQHtHL,36661704,1449
3/18/25 7:20,3/18/25 7:25,IP Address,100,314,True,3/18/25 7:25,R_3EhbGe32R9vhuz8,anonymous,EN,YES,9,5 days,2 hours or less,Gaming/Let's Play,,5 days,2 hours or less,Disagree,Neither agree nor disagree,Disagree,Neither agree nor disagree,Aphmau,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Sometimes,I don't know,Disagree,Disagree,Agree,Disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,5XEpMvtHFCUOhz3LCCuvVR,36661704,1449
3/18/25 7:43,3/18/25 7:46,IP Address,100,205,True,3/18/25 7:46,R_3jKoOEDmrn2mTqp,anonymous,EN,YES,13,7 days,1.5 hours or less,Vlogs,,3 days,45 minutes or less,Disagree,Agree,Really disagree,Neither agree nor disagree,MrBeast,Disagree,Disagree,Really disagree,Really disagree,Really disagree,Agree,Disagree,Agree,Agree,Agree,I don't know,Really agree,Agree,Agree,Really agree,Agree,Often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Agree,Agree,Agree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,35NOReUG9utZbp5bg7bbpD,36661704,1449
3/18/25 8:16,3/18/25 8:21,IP Address,100,293,True,3/18/25 8:21,R_72skf1xH0uWwHVY,anonymous,EN,YES,12,5 days,2 hours or less,Crafts/do-it-yourself (DIY),,4 days,45 minutes or less,Disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Emme Smith,Really agree,Agree,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Agree,Often,I don't know,Disagree,Disagree,Agree,Really disagree,Really agree,Neither agree nor disagree,Agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3aTtCPC8KLtuWIChjHL9Gg,36661704,1449
3/18/25 8:20,3/18/25 8:34,IP Address,100,836,True,3/18/25 8:34,R_6Pkg6dDEptc1oIG,anonymous,EN,YES,8,7 days,1 hour or less,Makeup/Fashion,,7 days,1 hour or less,Agree,Really agree,Agree,Agree,None,Agree,Agree,Agree,Really agree,Agree,Agree,Agree,Agree,I don't know,Agree,Really agree,Agree,Agree,Agree,Agree,Agree,Very often,More people who DO NOT have the same skin color as me,Agree,Disagree,Agree,Agree,Really agree,Agree,Agree,Kid 4,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,258SRZxI4wTF6m0I7gFOiO,36661704,1449
3/18/25 8:39,3/18/25 8:46,IP Address,100,399,True,3/18/25 8:46,R_3GD1eVCniMTYdjs,anonymous,EN,YES,15,7 days,2 hours or less,Gaming/Let's Play,,6 days,1.5 hours or less,Really agree,Really disagree,Really disagree,Really agree,Amy,Disagree,Disagree,Disagree,I don't know,Disagree,Really agree,Agree,Really agree,Really agree,Agree,Really agree,Really agree,Really agree,Really agree,Agree,Really agree,Very often,More people who DO NOT have the same skin color as me,Really disagree,Really disagree,Really agree,Really disagree,Really agree,Really disagree,Really agree,Kid 8,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,3adGx0bWTJhFebNbrtkgd3,36661704,1449
3/18/25 8:57,3/18/25 8:59,IP Address,100,151,True,3/18/25 8:59,R_3K2T2bWI6ETFzBu,anonymous,EN,YES,8,1 day,,,,,,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Blippi,I don't know,Disagree,Agree,Disagree,Disagree,I don't know,Disagree,Disagree,Disagree,Agree,I don't know,Agree,Agree,I don't know,Agree,I don't know,Sometimes,More people who DO have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,7pDeEKxdVyWbd37OTptyBf,36661704,1449
3/18/25 9:02,3/18/25 9:04,IP Address,100,163,True,3/18/25 9:04,R_5BxRZevxhnAW5xw,anonymous,EN,YES,10,6 days,45 minutes or less,Gaming/Let's Play,,6 days,15 minutes or less,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Don't have one.,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,Agree,Agree,I don't know,I don't know,I don't know,I don't know,I don't know,Sometimes,More people who DO NOT have the same skin color as me,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Kid 10,Qual32042-1126-Children8to13[AD]_Child_New,1,,,,,,,anonymous,.70,10,USA,220,,1ifFrTB3SVltq1GDkSdHRa,36661704,1449
